CommunityName,Category,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
MISSION,Social Disorder,42,40,50,52,67,59,57,62,63,57,40,43
MISSION,Physical Disorder,3,3,4,3,4,2,2,3,5,2,4,3
,,,,,,,,,,,,,
MONTEREY PARK,Assault (Non-domestic),,,,,,,,2,,,2,
MONTEREY PARK,Commercial Robbery,,,,,,,,,,,,
MONTEREY PARK,Street Robbery,,,,,,,1,,,,,
MONTEREY PARK,Violence  'Other' (Non-domestic),1,,1,,,,,,,1,,1
MONTEREY PARK,Residential Break & Enter,1,4,5,1,3,2,,,2,3,,5
MONTEREY PARK,Commercial Break & Enter,,1,4,,2,,2,1,,,1,1
MONTEREY PARK,Theft OF Vehicle,3,3,5,4,,3,2,3,2,6,5,5
MONTEREY PARK,Theft FROM Vehicle,5,2,3,1,5,5,6,2,1,4,2,4
MONTEREY PARK,Social Disorder,34,43,35,33,31,60,53,38,36,30,40,27
MONTEREY PARK,Physical Disorder,,4,7,2,3,1,3,2,1,1,4,8
,,,,,,,,,,,,,
MONTGOMERY,Assault (Non-domestic),1,1,1,1,,,,1,,,4,3
MONTGOMERY,Commercial Robbery,1,2,,,,,,,,,,
MONTGOMERY,Street Robbery,,,1,,,,,1,,,1,
MONTGOMERY,Violence  'Other' (Non-domestic),,,1,,2,,1,,,1,3,1
MONTGOMERY,Residential Break & Enter,,1,,,4,1,3,5,2,3,4,6
MONTGOMERY,Commercial Break & Enter,,,3,1,3,1,,2,2,,1,3
MONTGOMERY,Theft OF Vehicle,,3,1,3,6,2,8,1,1,6,5,4
MONTGOMERY,Theft FROM Vehicle,3,7,9,10,3,14,15,16,4,9,9,13
MONTGOMERY,Social Disorder,30,52,35,58,59,63,67,76,63,35,49,34
MONTGOMERY,Physical Disorder,,7,1,2,3,6,3,3,6,1,3,4
,,,,,,,,,,,,,
MOUNT PLEASANT,Assault (Non-domestic),2,,,4,,,1,3,2,1,2,2
MOUNT PLEASANT,Commercial Robbery,,,,,,,,,,,,
MOUNT PLEASANT,Street Robbery,,,,,,,,,,,,
MOUNT PLEASANT,Violence  'Other' (Non-domestic),1,,,1,,,1,1,,,1,
MOUNT PLEASANT,Residential Break & Enter,2,1,4,2,3,4,4,6,7,3,11,2
MOUNT PLEASANT,Commercial Break & Enter,10,6,3,2,1,2,,8,1,1,2,7
MOUNT PLEASANT,Theft OF Vehicle,5,3,3,5,4,1,4,2,3,2,2,4
MOUNT PLEASANT,Theft FROM Vehicle,8,6,7,14,7,5,8,8,6,8,6,8
MOUNT PLEASANT,Social Disorder,31,26,32,29,25,24,27,38,26,22,27,31
MOUNT PLEASANT,Physical Disorder,5,2,,3,3,4,1,7,5,3,,1
,,,,,,,,,,,,,
NEW BRIGHTON,Assault (Non-domestic),1,,,,,,,2,,1,,1
NEW BRIGHTON,Commercial Robbery,,,,,,,,,,,,
NEW BRIGHTON,Street Robbery,,,,,,,1,,,,,
NEW BRIGHTON,Violence  'Other' (Non-domestic),,,,,1,,1,,,,,1
NEW BRIGHTON,Residential Break & Enter,1,2,5,1,3,3,2,,,2,1,
NEW BRIGHTON,Commercial Break & Enter,,1,,2,,2,1,,,,,
NEW BRIGHTON,Theft OF Vehicle,1,,2,1,5,2,1,2,3,,4,2
NEW BRIGHTON,Theft FROM Vehicle,4,4,5,3,5,14,5,8,3,3,2,7
NEW BRIGHTON,Social Disorder,26,25,35,25,36,34,30,32,23,33,29,20
NEW BRIGHTON,Physical Disorder,,4,3,2,1,,3,2,4,,3,
,,,,,,,,,,,,,
NOLAN HILL,Assault (Non-domestic),,,,,1,,2,,,,,
NOLAN HILL,Commercial Robbery,,,,,,,,,,,,
NOLAN HILL,Street Robbery,,,,,,,,,,,,
NOLAN HILL,Violence  'Other' (Non-domestic),,,,,,,,,,,,
NOLAN HILL,Residential Break & Enter,3,1,1,1,1,1,,2,1,,2,3
NOLAN HILL,Commercial Break & Enter,,,,,1,,,,1,,,2
NOLAN HILL,Theft OF Vehicle,2,1,,1,,,1,,1,1,1,
NOLAN HILL,Theft FROM Vehicle,2,4,2,,1,,,,1,3,2,1
NOLAN HILL,Social Disorder,8,5,8,8,5,4,9,2,4,6,8,7
NOLAN HILL,Physical Disorder,1,1,2,,1,,1,,1,,,
,,,,,,,,,,,,,
NORTH AIRWAYS,Assault (Non-domestic),,,,,,2,,,,,,1
NORTH AIRWAYS,Commercial Robbery,,,,,,,,,,,,
NORTH AIRWAYS,Street Robbery,,,,,,,,,,,,
NORTH AIRWAYS,Violence  'Other' (Non-domestic),,1,,,,,,,1,,,
NORTH AIRWAYS,Residential Break & Enter,,,1,,,,1,,1,,,
NORTH AIRWAYS,Commercial Break & Enter,2,1,2,2,2,,,1,,,,
NORTH AIRWAYS,Theft OF Vehicle,,,2,,,1,,2,,2,1,1
NORTH AIRWAYS,Theft FROM Vehicle,2,3,,,2,3,3,2,3,1,1,
NORTH AIRWAYS,Social Disorder,1,2,9,6,5,6,5,5,10,7,4,3
NORTH AIRWAYS,Physical Disorder,1,1,,4,2,1,1,,,,,
,,,,,,,,,,,,,
NORTH GLENMORE PARK,Assault (Non-domestic),,,1,2,,1,,,,,,
NORTH GLENMORE PARK,Commercial Robbery,,,,,,1,,,,,,
NORTH GLENMORE PARK,Street Robbery,,,,,,,,,,,,
NORTH GLENMORE PARK,Violence  'Other' (Non-domestic),,,,1,,,,,,,,1
NORTH GLENMORE PARK,Residential Break & Enter,,,,,4,1,,1,3,1,2,2
NORTH GLENMORE PARK,Commercial Break & Enter,,,2,,1,,,,,,,
NORTH GLENMORE PARK,Theft OF Vehicle,1,1,1,,1,1,2,3,,1,,2
NORTH GLENMORE PARK,Theft FROM Vehicle,,,,1,2,3,2,4,3,3,,1
NORTH GLENMORE PARK,Social Disorder,13,2,3,7,10,12,10,9,15,10,5,5
NORTH GLENMORE PARK,Physical Disorder,,,1,2,,,,2,2,1,2,
,,,,,,,,,,,,,
NORTH HAVEN,Assault (Non-domestic),,1,,,1,,,1,,,,
NORTH HAVEN,Commercial Robbery,,,,,,,,,,,,
NORTH HAVEN,Street Robbery,,,,,,,,,,,,
NORTH HAVEN,Violence  'Other' (Non-domestic),,,,,,,,,,,,
NORTH HAVEN,Residential Break & Enter,1,1,1,,2,,2,1,,,,3
NORTH HAVEN,Commercial Break & Enter,,1,1,,,1,,,1,,1,
NORTH HAVEN,Theft OF Vehicle,1,1,,,2,1,,,,1,,
NORTH HAVEN,Theft FROM Vehicle,,,1,5,4,7,7,1,1,8,1,1
NORTH HAVEN,Social Disorder,5,5,9,5,5,5,4,8,7,10,7,4
NORTH HAVEN,Physical Disorder,,1,,,,,,1,,1,1,
,,,,,,,,,,,,,
NORTH HAVEN UPPER,Assault (Non-domestic),,,,,,,,,,,,
NORTH HAVEN UPPER,Commercial Robbery,,,,,,,,,,,,
NORTH HAVEN UPPER,Street Robbery,,,,,,,,,,,,
NORTH HAVEN UPPER,Violence  'Other' (Non-domestic),,,,,,,,,,,,
NORTH HAVEN UPPER,Residential Break & Enter,,,1,1,1,,,,,,2,
NORTH HAVEN UPPER,Commercial Break & Enter,,,,,,,,,,,,
NORTH HAVEN UPPER,Theft OF Vehicle,1,,,,,1,,,,,,
NORTH HAVEN UPPER,Theft FROM Vehicle,,,,1,1,,,,,,,
NORTH HAVEN UPPER,Social Disorder,2,2,5,,2,1,,1,1,1,1,1
NORTH HAVEN UPPER,Physical Disorder,,1,,,,,,1,,,,1
,,,,,,,,,,,,,
NOSE HILL PARK,Assault (Non-domestic),,,,,,,,,,,,
NOSE HILL PARK,Commercial Robbery,,,,,,,,,,,,
NOSE HILL PARK,Street Robbery,,,,,,,,,,,,
NOSE HILL PARK,Violence  'Other' (Non-domestic),,,,1,,,,,,,,
NOSE HILL PARK,Residential Break & Enter,,,,,,,,,,,,
NOSE HILL PARK,Commercial Break & Enter,,,,,,,,,,,,
NOSE HILL PARK,Theft OF Vehicle,,,,,,,,,,,,
NOSE HILL PARK,Theft FROM Vehicle,,,1,,2,,2,1,,,5,4
NOSE HILL PARK,Social Disorder,4,6,10,9,7,4,6,4,4,3,4,5
NOSE HILL PARK,Physical Disorder,,1,,1,1,,1,,,,1,2
,,,,,,,,,,,,,
OAKRIDGE,Assault (Non-domestic),,,,,1,,,,1,,1,
OAKRIDGE,Commercial Robbery,,,,,,,,,,,,
OAKRIDGE,Street Robbery,,,,,,,,,,,,1
OAKRIDGE,Violence  'Other' (Non-domestic),,,,,,,1,,,,1,
OAKRIDGE,Residential Break & Enter,1,1,2,2,1,,2,2,,,,4
OAKRIDGE,Commercial Break & Enter,,,,,,,,,,,,
OAKRIDGE,Theft OF Vehicle,,,1,2,1,,1,1,3,,1,3
OAKRIDGE,Theft FROM Vehicle,2,2,3,1,2,,,3,4,3,2,9
OAKRIDGE,Social Disorder,7,10,16,11,7,19,19,14,11,8,15,12
OAKRIDGE,Physical Disorder,6,,1,,1,2,1,1,2,,4,
,,,,,,,,,,,,,
OGDEN,Assault (Non-domestic),1,,1,7,1,4,,2,5,4,1,
OGDEN,Commercial Robbery,,,,,,,,,,,,
OGDEN,Street Robbery,,,,,,,1,,1,,,
OGDEN,Violence  'Other' (Non-domestic),2,2,,1,1,1,1,,1,,1,2
OGDEN,Residential Break & Enter,3,6,1,2,5,6,4,8,6,2,,
OGDEN,Commercial Break & Enter,1,2,1,2,1,1,,,,3,,
OGDEN,Theft OF Vehicle,,,4,5,1,3,6,2,8,1,1,5
OGDEN,Theft FROM Vehicle,3,,9,4,7,7,10,8,15,6,3,3
OGDEN,Social Disorder,45,67,75,69,71,89,96,103,80,86,49,60
OGDEN,Physical Disorder,5,5,5,6,4,2,2,6,4,6,6,3
,,,,,,,,,,,,,
OGDEN SHOPS,Assault (Non-domestic),,,,,,,1,,,,,
OGDEN SHOPS,Commercial Robbery,,,,,,,,,,,,
OGDEN SHOPS,Street Robbery,,,,,,,,,,,,
OGDEN SHOPS,Violence  'Other' (Non-domestic),,,,,1,,,,,1,,
OGDEN SHOPS,Residential Break & Enter,,1,,,,,,,,,,
OGDEN SHOPS,Commercial Break & Enter,,1,,1,,1,,,,,,1
OGDEN SHOPS,Theft OF Vehicle,,1,,1,,,,,,1,,1
OGDEN SHOPS,Theft FROM Vehicle,,,1,,,,1,,1,,,
OGDEN SHOPS,Social Disorder,1,,,,,1,,1,1,2,,
OGDEN SHOPS,Physical Disorder,,,,,,,,,,,,
,,,,,,,,,,,,,
PALLISER,Assault (Non-domestic),,,,,,,1,,,,,1
PALLISER,Commercial Robbery,,,,,,,,,,,,
PALLISER,Street Robbery,,,,,,,,,,,,
PALLISER,Violence  'Other' (Non-domestic),1,1,,,,,,,,,,1
PALLISER,Residential Break & Enter,,,1,,,1,2,3,4,1,,1
PALLISER,Commercial Break & Enter,,1,,1,,,,1,,,1,
PALLISER,Theft OF Vehicle,1,,,,,,2,,,,,
PALLISER,Theft FROM Vehicle,2,,3,2,2,1,1,5,,3,,1
PALLISER,Social Disorder,5,8,11,13,2,7,10,12,11,13,14,11
PALLISER,Physical Disorder,1,,,3,1,2,2,,2,1,,1
,,,,,,,,,,,,,
PANORAMA HILLS,Assault (Non-domestic),,1,,,,,1,,,,1,1
PANORAMA HILLS,Commercial Robbery,,,,,,,,,,,,
PANORAMA HILLS,Street Robbery,,,1,1,,,,,,,,
PANORAMA HILLS,Violence  'Other' (Non-domestic),2,,1,1,,,2,1,,,,
PANORAMA HILLS,Residential Break & Enter,4,2,7,5,5,2,1,3,1,2,,1
PANORAMA HILLS,Commercial Break & Enter,1,3,1,,4,1,3,2,2,1,2,3
PANORAMA HILLS,Theft OF Vehicle,1,1,3,1,1,,3,4,3,,1,
PANORAMA HILLS,Theft FROM Vehicle,9,11,4,5,13,3,6,8,8,2,4,4
PANORAMA HILLS,Social Disorder,26,33,41,42,38,46,54,53,39,33,37,24
PANORAMA HILLS,Physical Disorder,2,4,4,1,4,4,4,,6,1,2,2
,,,,,,,,,,,,,
PARKDALE,Assault (Non-domestic),1,,,,1,1,,1,,1,3,1
PARKDALE,Commercial Robbery,,,,,,,,,,,,
PARKDALE,Street Robbery,,,,,,,,,,,,
PARKDALE,Violence  'Other' (Non-domestic),,,,1,,,,,,,1,
PARKDALE,Residential Break & Enter,,1,2,,4,,,1,,,2,
PARKDALE,Commercial Break & Enter,2,1,2,1,4,,2,,,1,1,1
PARKDALE,Theft OF Vehicle,1,,2,1,,1,2,1,1,1,,1
PARKDALE,Theft FROM Vehicle,4,2,3,,1,,5,2,5,3,,
PARKDALE,Social Disorder,4,3,8,11,11,12,15,11,12,10,7,8
PARKDALE,Physical Disorder,,1,,,1,,1,,2,,,1
,,,,,,,,,,,,,
PARKHILL,Assault (Non-domestic),,,,1,,,1,,,1,,
PARKHILL,Commercial Robbery,,,,,,,,,,,,
PARKHILL,Street Robbery,,,,,,,1,,,,,
PARKHILL,Violence  'Other' (Non-domestic),,,,1,,,,,,,,
PARKHILL,Residential Break & Enter,1,1,,2,3,2,3,1,,,1,1
PARKHILL,Commercial Break & Enter,1,3,3,1,,1,1,1,1,1,1,1
PARKHILL,Theft OF Vehicle,,1,1,,,1,2,,1,,1,
PARKHILL,Theft FROM Vehicle,1,1,4,,1,4,4,,3,2,1,6
PARKHILL,Social Disorder,20,14,30,23,28,12,33,31,19,18,19,28
PARKHILL,Physical Disorder,,,,4,1,3,2,,1,,,
,,,,,,,,,,,,,
PARKLAND,Assault (Non-domestic),,1,,1,,1,,1,,,,
PARKLAND,Commercial Robbery,,,,,,,,,,,,
PARKLAND,Street Robbery,,,,,,,,,,,,
PARKLAND,Violence  'Other' (Non-domestic),,,,,,,,,,,,
PARKLAND,Residential Break & Enter,1,1,2,,2,2,2,1,4,2,,
PARKLAND,Commercial Break & Enter,,,,,,,,1,,,,2
PARKLAND,Theft OF Vehicle,,,,,,1,,1,1,,,2
PARKLAND,Theft FROM Vehicle,2,,,2,,5,3,2,2,3,1,
PARKLAND,Social Disorder,5,5,10,6,15,8,5,11,8,4,13,4
PARKLAND,Physical Disorder,,1,1,,2,2,,,2,,2,
,,,,,,,,,,,,,
PATTERSON,Assault (Non-domestic),,,,1,,,,,,,,
PATTERSON,Commercial Robbery,,,,,,,,,,,,
PATTERSON,Street Robbery,,,,,,,,,,,,
PATTERSON,Violence  'Other' (Non-domestic),,,,,,,,,,1,,1
PATTERSON,Residential Break & Enter,,1,1,,1,2,1,3,1,,3,1
PATTERSON,Commercial Break & Enter,,1,,,,,,,,,,
PATTERSON,Theft OF Vehicle,,,1,,1,,2,,1,,1,
PATTERSON,Theft FROM Vehicle,,1,2,1,2,1,,1,3,1,2,2
PATTERSON,Social Disorder,8,6,8,6,7,7,9,2,9,17,10,9
PATTERSON,Physical Disorder,,,,1,2,1,,2,,,5,
,,,,,,,,,,,,,
PEGASUS,Assault (Non-domestic),,,,,,,,,,,,
PEGASUS,Commercial Robbery,1,,,,,,,,,,,
PEGASUS,Street Robbery,,,,,,,,,,,,
PEGASUS,Violence  'Other' (Non-domestic),,,,,,,,,,,,
PEGASUS,Residential Break & Enter,,,1,,,,,,,,,
PEGASUS,Commercial Break & Enter,,,,,,,,,,,,
PEGASUS,Theft OF Vehicle,,,,,,,1,,,1,,
PEGASUS,Theft FROM Vehicle,1,,3,,,,,,,,,1
PEGASUS,Social Disorder,,,1,1,,,3,2,1,,,1
PEGASUS,Physical Disorder,1,,,1,,,,,1,,,
,,,,,,,,,,,,,
PENBROOKE MEADOWS,Assault (Non-domestic),1,1,3,5,5,3,,,1,1,2,
PENBROOKE MEADOWS,Commercial Robbery,,,,,,,,,,,,
PENBROOKE MEADOWS,Street Robbery,1,,,,1,,,,,,,1
PENBROOKE MEADOWS,Violence  'Other' (Non-domestic),,1,,,2,1,1,4,1,,,1
PENBROOKE MEADOWS,Residential Break & Enter,7,6,2,7,4,4,8,4,4,7,2,6
PENBROOKE MEADOWS,Commercial Break & Enter,,,,,3,,,2,,1,,
PENBROOKE MEADOWS,Theft OF Vehicle,4,4,5,3,4,3,8,7,4,8,10,5
PENBROOKE MEADOWS,Theft FROM Vehicle,7,2,9,3,6,7,8,17,15,13,10,10
PENBROOKE MEADOWS,Social Disorder,58,45,70,72,95,107,85,100,75,74,61,64
PENBROOKE MEADOWS,Physical Disorder,2,7,5,11,10,3,5,5,4,7,3,1
,,,,,,,,,,,,,
PINERIDGE,Assault (Non-domestic),7,4,1,7,1,2,2,5,5,2,2,3
PINERIDGE,Commercial Robbery,,,,2,,,,,1,1,1,
PINERIDGE,Street Robbery,2,1,,,2,,,,2,1,,
PINERIDGE,Violence  'Other' (Non-domestic),,1,2,,1,1,1,2,2,3,3,4
PINERIDGE,Residential Break & Enter,5,4,2,3,5,8,7,7,,3,3,6
PINERIDGE,Commercial Break & Enter,2,1,6,1,1,3,,,3,4,1,3
PINERIDGE,Theft OF Vehicle,5,9,9,6,5,11,7,8,4,7,5,12
PINERIDGE,Theft FROM Vehicle,7,16,8,8,16,12,18,6,9,14,5,11
PINERIDGE,Social Disorder,69,81,99,76,64,94,97,104,93,85,78,76
PINERIDGE,Physical Disorder,4,5,11,5,8,7,11,6,4,6,8,1
,,,,,,,,,,,,,
POINT MCKAY,Assault (Non-domestic),,,,,,,,,,,,
POINT MCKAY,Commercial Robbery,,,,,,,,,,,,
POINT MCKAY,Street Robbery,,,,,,,,,,,,
POINT MCKAY,Violence  'Other' (Non-domestic),,,,,,,,,,,1,
POINT MCKAY,Residential Break & Enter,,,,,,,1,,,,,
POINT MCKAY,Commercial Break & Enter,,,,,,,,,1,,,
POINT MCKAY,Theft OF Vehicle,,,,,,1,,,,1,,
POINT MCKAY,Theft FROM Vehicle,1,,,2,,,,,,2,,
POINT MCKAY,Social Disorder,3,,1,2,3,2,,5,4,3,2,1
POINT MCKAY,Physical Disorder,,1,,,,,,1,,1,,
,,,,,,,,,,,,,
PUMP HILL,Assault (Non-domestic),,,,1,,,,,,,,
PUMP HILL,Commercial Robbery,,,,,,,,,,,,
PUMP HILL,Street Robbery,,,,,,,,,,,,
PUMP HILL,Violence  'Other' (Non-domestic),,1,,,,,,,1,,,
PUMP HILL,Residential Break & Enter,,,,,,2,,1,1,,,
PUMP HILL,Commercial Break & Enter,,,,,,,,,,,1,
PUMP HILL,Theft OF Vehicle,,,,,1,,,1,,,,
PUMP HILL,Theft FROM Vehicle,2,,1,,1,,1,2,3,4,,
PUMP HILL,Social Disorder,4,3,7,2,9,2,6,7,7,2,3,2
PUMP HILL,Physical Disorder,1,,,,,1,3,1,1,,1,2
,,,,,,,,,,,,,
QUEENS PARK VILLAGE,Assault (Non-domestic),,1,1,,,,,,1,1,1,
QUEENS PARK VILLAGE,Commercial Robbery,,,,,,,,,,,,
QUEENS PARK VILLAGE,Street Robbery,,,,,,,,,,,,
QUEENS PARK VILLAGE,Violence  'Other' (Non-domestic),,,,,,,,,,,,
QUEENS PARK VILLAGE,Residential Break & Enter,,,,,,,,,,,,
QUEENS PARK VILLAGE,Commercial Break & Enter,,,,,,,,,,,,
QUEENS PARK VILLAGE,Theft OF Vehicle,,,,,,,,,,,,
QUEENS PARK VILLAGE,Theft FROM Vehicle,,,,,,,,,1,,,
QUEENS PARK VILLAGE,Social Disorder,3,4,2,5,1,3,4,4,1,1,7,5
QUEENS PARK VILLAGE,Physical Disorder,1,1,1,,,1,1,1,,,,
,,,,,,,,,,,,,
QUEENSLAND,Assault (Non-domestic),,1,,1,1,1,,1,,,,
QUEENSLAND,Commercial Robbery,,,,,,,,,,,,
QUEENSLAND,Street Robbery,,,,,,,,,,,1,
QUEENSLAND,Violence  'Other' (Non-domestic),,,,1,,1,,,,,,
QUEENSLAND,Residential Break & Enter,1,,,2,1,1,4,,2,3,,
QUEENSLAND,Commercial Break & Enter,,,,,1,,,,,,1,3
QUEENSLAND,Theft OF Vehicle,3,,1,1,,2,1,,,1,2,3
QUEENSLAND,Theft FROM Vehicle,2,2,,2,1,3,,1,1,6,6,2
QUEENSLAND,Social Disorder,8,23,30,16,21,16,39,29,23,15,15,14
QUEENSLAND,Physical Disorder,,5,1,1,2,4,6,6,3,1,,
,,,,,,,,,,,,,
RAMSAY,Assault (Non-domestic),,2,,,,,,,,2,,2
RAMSAY,Commercial Robbery,,,,,,,,,,,,
RAMSAY,Street Robbery,,,,,,,,,,,,1
RAMSAY,Violence  'Other' (Non-domestic),,1,,,,,1,,,,,
RAMSAY,Residential Break & Enter,1,2,,1,,,2,6,1,2,1,
RAMSAY,Commercial Break & Enter,,4,,,,,,,,,,
RAMSAY,Theft OF Vehicle,1,1,,2,1,1,,1,,1,,2
RAMSAY,Theft FROM Vehicle,1,3,2,3,,3,3,5,,3,3,
RAMSAY,Social Disorder,8,6,8,18,24,21,22,24,22,22,14,10
RAMSAY,Physical Disorder,,2,,,,,1,2,,,1,
,,,,,,,,,,,,,
RANCHLANDS,Assault (Non-domestic),1,,,1,1,,1,1,1,,1,1
RANCHLANDS,Commercial Robbery,,,,,,,,,,,,
RANCHLANDS,Street Robbery,,,,,1,,,,,,,
RANCHLANDS,Violence  'Other' (Non-domestic),1,,,,2,,,1,1,,,
RANCHLANDS,Residential Break & Enter,,2,2,1,,2,,6,2,,,
RANCHLANDS,Commercial Break & Enter,,,,,1,,,,,1,,
RANCHLANDS,Theft OF Vehicle,2,1,2,3,1,4,,1,2,4,1,
RANCHLANDS,Theft FROM Vehicle,4,5,1,3,3,4,2,1,3,2,10,2
RANCHLANDS,Social Disorder,19,13,19,20,31,23,32,29,21,19,26,20
RANCHLANDS,Physical Disorder,1,2,1,2,2,,2,2,3,,2,
,,,,,,,,,,,,,
RED CARPET,Assault (Non-domestic),,,,1,,,,1,,,,
RED CARPET,Commercial Robbery,,,,,,,,,,1,,
RED CARPET,Street Robbery,,,1,,,,,,,,,
RED CARPET,Violence  'Other' (Non-domestic),,,,,1,,,,,,,
RED CARPET,Residential Break & Enter,,,1,,,1,,1,1,,,
RED CARPET,Commercial Break & Enter,1,,,,,,,,,,,1
RED CARPET,Theft OF Vehicle,,1,1,,,1,,2,,3,,
RED CARPET,Theft FROM Vehicle,,2,,1,3,,3,1,2,5,1,
RED CARPET,Social Disorder,9,9,13,13,15,10,21,13,3,11,21,12
RED CARPET,Physical Disorder,,,,,,,2,1,,1,,
,,,,,,,,,,,,,
REDSTONE,Assault (Non-domestic),,,,,,,,,,,,1
REDSTONE,Commercial Robbery,,,,,,,,,,,,
REDSTONE,Street Robbery,,,1,,,,,,,,,
REDSTONE,Violence  'Other' (Non-domestic),,,,,,,,,1,,,
REDSTONE,Residential Break & Enter,,,,,,,,,,1,,
REDSTONE,Commercial Break & Enter,,,,,,,,2,,,1,
REDSTONE,Theft OF Vehicle,,,,1,,,1,,,2,1,1
REDSTONE,Theft FROM Vehicle,,,1,,,1,,,1,1,,1
REDSTONE,Social Disorder,3,3,6,6,6,6,1,14,7,9,2,12
REDSTONE,Physical Disorder,,1,1,1,,,1,1,,2,,
,,,,,,,,,,,,,
RENFREW,Assault (Non-domestic),1,1,,1,,1,,1,,2,,1
RENFREW,Commercial Robbery,,,,,,,,,,,,
RENFREW,Street Robbery,,,1,,,,,,,,,
RENFREW,Violence  'Other' (Non-domestic),,,,,,,1,,,,,
RENFREW,Residential Break & Enter,3,2,1,4,3,6,11,4,3,3,2,5
RENFREW,Commercial Break & Enter,2,3,4,5,2,4,4,2,1,1,2,4
RENFREW,Theft OF Vehicle,1,4,,,,,3,3,5,4,,4
RENFREW,Theft FROM Vehicle,14,13,14,10,4,6,10,6,5,15,12,32
RENFREW,Social Disorder,14,26,36,48,39,50,48,39,40,29,28,23
RENFREW,Physical Disorder,1,9,7,4,4,2,2,10,2,3,8,11
,,,,,,,,,,,,,
RICHMOND,Assault (Non-domestic),,,,,,1,,,,2,3,
RICHMOND,Commercial Robbery,,,,,,,,,,,,
RICHMOND,Street Robbery,,,,,,,,,,,,
RICHMOND,Violence  'Other' (Non-domestic),,,,,,,,,,,,1
RICHMOND,Residential Break & Enter,2,1,6,,1,7,3,2,3,3,5,3
RICHMOND,Commercial Break & Enter,1,,,1,,,2,1,,,1,3
RICHMOND,Theft OF Vehicle,,2,3,1,1,1,1,2,,,2,5
RICHMOND,Theft FROM Vehicle,3,2,1,4,3,5,4,3,4,4,8,6
RICHMOND,Social Disorder,22,10,26,18,14,21,30,30,30,26,21,21
RICHMOND,Physical Disorder,1,1,1,1,4,1,2,5,1,4,2,2
,,,,,,,,,,,,,
RIDEAU PARK,Assault (Non-domestic),,,,,,,,,,,,
RIDEAU PARK,Commercial Robbery,,,,,,,,,,,,
RIDEAU PARK,Street Robbery,,,,,,,,,,,,
RIDEAU PARK,Violence  'Other' (Non-domestic),,,,,,,,,,,,
RIDEAU PARK,Residential Break & Enter,,,1,,,,,,,,1,
RIDEAU PARK,Commercial Break & Enter,,1,,,,,1,,,,1,1
RIDEAU PARK,Theft OF Vehicle,,,,1,,,,,,,2,
RIDEAU PARK,Theft FROM Vehicle,,,,1,,3,,3,2,,2,2
RIDEAU PARK,Social Disorder,,,2,2,1,1,2,4,6,2,,
RIDEAU PARK,Physical Disorder,,,,,,2,,1,,,,
,,,,,,,,,,,,,
RIVERBEND,Assault (Non-domestic),,,,,1,1,,2,1,1,,
RIVERBEND,Commercial Robbery,,,1,,,,,1,,,,
RIVERBEND,Street Robbery,,,,,,1,,,,,,
RIVERBEND,Violence  'Other' (Non-domestic),,,,3,,,,,,1,,
RIVERBEND,Residential Break & Enter,1,2,3,3,,3,1,3,1,2,1,
RIVERBEND,Commercial Break & Enter,1,,,1,1,,,,,2,,
RIVERBEND,Theft OF Vehicle,2,,2,4,5,1,,1,1,4,1,3
RIVERBEND,Theft FROM Vehicle,5,4,5,22,14,7,11,9,5,13,6,4
RIVERBEND,Social Disorder,7,17,32,32,34,34,37,41,29,25,20,18
RIVERBEND,Physical Disorder,5,3,3,6,5,,3,2,3,2,1,3
,,,,,,,,,,,,,
ROCKY RIDGE,Assault (Non-domestic),1,,,,,,,,,1,,
ROCKY RIDGE,Commercial Robbery,,,,,,,,,,,,
ROCKY RIDGE,Street Robbery,,,,,,,,,,,,
ROCKY RIDGE,Violence  'Other' (Non-domestic),,,,,,,1,,,,,1
ROCKY RIDGE,Residential Break & Enter,,,2,2,1,5,3,4,1,3,3,
ROCKY RIDGE,Commercial Break & Enter,,,1,,,1,,2,,1,,
ROCKY RIDGE,Theft OF Vehicle,3,,1,1,,1,3,1,3,3,1,2
ROCKY RIDGE,Theft FROM Vehicle,4,2,1,3,5,5,5,10,5,9,1,2
ROCKY RIDGE,Social Disorder,14,4,13,16,11,13,14,19,17,18,7,14
ROCKY RIDGE,Physical Disorder,1,2,,2,,2,,4,1,3,1,1
,,,,,,,,,,,,,
ROSEDALE,Assault (Non-domestic),,,,,,,1,,,,,
ROSEDALE,Commercial Robbery,,,,,,,,,,,,
ROSEDALE,Street Robbery,,,,,,,,,,,,
ROSEDALE,Violence  'Other' (Non-domestic),,,,,,,,,,,,
ROSEDALE,Residential Break & Enter,1,,2,,2,,2,4,3,,1,1
ROSEDALE,Commercial Break & Enter,,,,,,,1,,,,,1
ROSEDALE,Theft OF Vehicle,2,1,,1,,,,,1,,,
ROSEDALE,Theft FROM Vehicle,1,1,1,1,,2,1,,1,1,,
ROSEDALE,Social Disorder,7,7,7,7,6,7,7,10,9,9,4,8
ROSEDALE,Physical Disorder,,,,1,1,1,,1,1,,1,
,,,,,,,,,,,,,
ROSEMONT,Assault (Non-domestic),,1,,,,,,,,,,
ROSEMONT,Commercial Robbery,,,,,,,,,,,,
ROSEMONT,Street Robbery,,,,,,,,,,,,
ROSEMONT,Violence  'Other' (Non-domestic),,,,,,,,,,,,
ROSEMONT,Residential Break & Enter,,,,,,1,3,1,,1,1,3
